,fonte,uri,data,datadownload,texto,sumario,palavra_chave,autor,organizacao,titulo,id_msg
,TWT,http://twitter.com/florencio1/status/186377895936135169,Sun Apr 01 06:02:07 BRT 2012,2012-04-04 17:55:00,#livro #privatariatucana esta sendo boicotado pelo #PIG .@florencio1- #fb#fb#fb http://t.co/ZqLciMtQ,-1,#PrivatariaTucana,florencio1,NULL,NULL,186377895936135000
,TWT,http://twitter.com/florencio1/status/186377382402330625,Sun Apr 01 06:00:05 BRT 2012,2012-04-04 17:55:00,#livro #privatariatucana esta sendo boicotado pelo #PIG .@florencio1- #fb#fb#fb,-1,#PrivatariaTucana,florencio1,NULL,NULL,186377382402331000
,TWT,http://twitter.com/florencio1/status/186362350918582272,Sun Apr 01 05:00:21 BRT 2012,2012-04-04 17:55:00,#livro #privatariatucana o #pig nada fala .@florencio1- #fb-#fb-#fb http://t.co/PLpi1mgG,-1,#PrivatariaTucana,florencio1,NULL,NULL,186362350918582000
,TWT,http://twitter.com/florencio1/status/186362329565380609,Sun Apr 01 05:00:16 BRT 2012,2012-04-04 17:55:00,#livro #privatariatucana o #pig nada fala .@florencio1- #fb-#fb-#fb,-1,#PrivatariaTucana,florencio1,NULL,NULL,186362329565381000
,TWT,http://twitter.com/florencio1/status/186317090200883200,Sun Apr 01 02:00:30 BRT 2012,2012-04-04 17:55:00,.@florencio1- o #livro #privatariatucana revela a #corrupção nos tempos de #fhc #fb#fb#fb,-1,#PrivatariaTucana,florencio1,NULL,NULL,186317090200883000
,TWT,http://twitter.com/florencio1/status/186301888529051648,Sun Apr 01 01:00:06 BRT 2012,2012-04-04 17:55:00,.@florencio1- #livro #privatariatucana fala sobre o tema #corrupção nos tempos de fhc #fb#fb-#fb,-1,#PrivatariaTucana,florencio1,NULL,NULL,186301888529052000
,TWT,http://twitter.com/amarlua/status/186297819265638401,Sun Apr 01 00:43:56 BRT 2012,2012-04-04 17:55:00,Cai o rei de Espadas>Cai o rei de Ouros>Cai o rei de Paus>Cai não fica nada> p/ @stepanrio #Demostenes #Agripino #PrivatariaTucana #Serra,-1,#PrivatariaTucana,amarlua,NULL,NULL,186297819265638000
,TWT,http://twitter.com/amarlua/status/186296830060011521,Sun Apr 01 00:40:00 BRT 2012,2012-04-04 17:55:00,Cai o rei de Espadas>Cai o rei de Ouros>Cai o rei de Paus>Cai não fica nada> p/ @stepanrio #Demostenes #Agripino #PrivatariaTucana,-1,#PrivatariaTucana,amarlua,NULL,NULL,186296830060012000
,TWT,http://twitter.com/Leonek_/status/186267323945066497,Sat Mar 31 22:42:45 BRT 2012,2012-04-04 17:55:00,A batata do Agripino (e do Cerra) está assando http://t.co/0LgXPbzw #Dilma #Brasil #DEM #PrivatariaTucana,-1,#PrivatariaTucana,Leonek_,NULL,NULL,186267323945066000
,TWT,http://twitter.com/Leonek_/status/186250572859588609,Sat Mar 31 21:36:11 BRT 2012,2012-04-04 17:55:00,"Senador @demostenes_go quando dava ""lições de moral e ética"", ria dos brasileiros? Seus trouxas úteis? #Dilma #Brasil #DEM #PrivatariaTucana",-1,#PrivatariaTucana,Leonek_,NULL,NULL,186250572859589000
,TWT,http://twitter.com/Leonek_/status/186227790054559744,Sat Mar 31 20:05:39 BRT 2012,2012-04-04 17:55:00,Troca de favores entre #Demóstenes e Cachoeira envolvia Copa de 2014 http://t.co/2MiEzhUi #Dilma #Brasil #PrivatariaTucana #Dem,-1,#PrivatariaTucana,Leonek_,NULL,NULL,186227790054560000
,TWT,http://twitter.com/WesleySardeiro/status/186217712211607553,Sat Mar 31 19:25:37 BRT 2012,2012-04-04 17:55:00,"estou querendo o livro #PrivatariaTucana ,mas tem algum RESUMO no YOU TUBE ?",-1,#PrivatariaTucana,WesleySardeiro,NULL,NULL,186217712211608000
,TWT,http://twitter.com/florencio1/status/186211284210032642,Sat Mar 31 19:00:04 BRT 2012,2012-04-04 17:55:00,#vazamentochevron #pig não comenta nada do #livro #privatariatucana .@florencio1 #fb#fb#fb,-1,#PrivatariaTucana,florencio1,NULL,NULL,186211284210033000
,TWT,http://twitter.com/florencio1/status/186196184967294977,Sat Mar 31 18:00:04 BRT 2012,2012-04-04 17:55:00,@florencio1 #privatariatucana o #pig #maldito esconde #vazamentochevron #fb#fb,-1,#PrivatariaTucana,florencio1,NULL,NULL,186196184967295000
,TWT,http://twitter.com/manomauro/status/186195639066050560,Sat Mar 31 17:57:54 BRT 2012,2012-04-04 17:55:00,Será 2012 o ano em que PT e PSDB morrerão abraçados num mar de corrupção? #CPICachoeira #PrivatariaTucana #julgamentodomensalãojá,-1,#PrivatariaTucana,manomauro,NULL,NULL,186195639066051000
,TWT,http://twitter.com/allenbarros/status/186178026998992897,Sat Mar 31 16:47:55 BRT 2012,2012-04-04 17:55:00,"@GersonCarneiro @stanleyburburin Hj vi numa Época, sobre os aeroportos: ""PrivaTização"". Mentem e ignoram a #PrivatariaTucana . #cinismo",-1,#PrivatariaTucana,allenbarros,NULL,NULL,186178026998993000
,TWT,http://twitter.com/florencio1/status/186150907669516289,Sat Mar 31 15:00:09 BRT 2012,2012-04-04 17:55:00,#privatariatucana o PIG odeia o brasil e os brasileiros..partido da imprensa golpista .@florencio1-- #fb-#fb-#fb#fb http://t.co/BBZF6bWY,-1,#PrivatariaTucana,florencio1,NULL,NULL,186150907669516000
,TWT,http://twitter.com/florencio1/status/186150893870268416,Sat Mar 31 15:00:06 BRT 2012,2012-04-04 17:55:00,#privatariatucana o PIG odeia o brasil e os brasileiros..partido da imprensa golpista .@florencio1-- #fb-#fb-#fb#fb,-1,#PrivatariaTucana,florencio1,NULL,NULL,186150893870268000
,TWT,http://twitter.com/florencio1/status/186145357200228352,Sat Mar 31 14:38:06 BRT 2012,2012-04-04 17:55:00,#livro #privatariatucana o #pig nada fala .@florencio1- #fb-#fb-#fb http://t.co/Tpr5MXh4... http://t.co/wxYEgyUT...... http://t.co/M356soy6,-1,#PrivatariaTucana,florencio1,NULL,NULL,186145357200228000
,TWT,http://twitter.com/florencio1/status/186145357141512192,Sat Mar 31 14:38:06 BRT 2012,2012-04-04 17:55:00,#privatariatucana #chevron é uma empresa criminosa.. protegida pela rede globo e pela revista veja...#fb#fb#fb...... http://t.co/0tTHYKvn,-1,#PrivatariaTucana,florencio1,NULL,NULL,186145357141512000
,TWT,http://twitter.com/florencio1/status/186145357133119488,Sat Mar 31 14:38:06 BRT 2012,2012-04-04 17:55:00,#privatariatucana o PIG odeia o brasil e os brasileiros PIG é partido da imprensa golpista .@florencio1- #fb#fb#fb... http://t.co/T2nEz2Re,-1,#PrivatariaTucana,florencio1,NULL,NULL,186145357133119000
,TWT,http://twitter.com/florencio1/status/186145357082787841,Sat Mar 31 14:38:06 BRT 2012,2012-04-04 17:55:00,#privatariatucana #vazamentochevron REDE GLOBO E #chevron são irmãs xipófagas umbelicalmente unidas......... http://t.co/JTR8snkC,-1,#PrivatariaTucana,florencio1,NULL,NULL,186145357082788000
,TWT,http://twitter.com/florencio1/status/186135805075537922,Sat Mar 31 14:00:08 BRT 2012,2012-04-04 17:55:00,#privatariatucana o PIG odeia o brasil e os brasileiros PIG é partido da imprensa golpista .@florencio1- #fb#fb#fb http://t.co/EVt8MSKL,-1,#PrivatariaTucana,florencio1,NULL,NULL,186135805075538000
,TWT,http://twitter.com/florencio1/status/186135790458376192,Sat Mar 31 14:00:05 BRT 2012,2012-04-04 17:55:00,#privatariatucana o PIG odeia o brasil e os brasileiros PIG é partido da imprensa golpista .@florencio1- #fb#fb#fb,-1,#PrivatariaTucana,florencio1,NULL,NULL,186135790458376000
,TWT,http://twitter.com/florencio1/status/186127538484019202,Sat Mar 31 13:27:17 BRT 2012,2012-04-04 17:55:00,#privatariatucana #chevron é uma empresa criminosa.. protegida pela rede globo e pela revista veja...#fb#fb#fb... http://t.co/YA2mM7YF,-1,#PrivatariaTucana,florencio1,NULL,NULL,186127538484019000
,TWT,http://twitter.com/florencio1/status/186127538257539072,Sat Mar 31 13:27:17 BRT 2012,2012-04-04 17:55:00,#livro #privatariatucana o #pig nada fala .@florencio1- #fb-#fb-#fb http://t.co/Tpr5MXh4... http://t.co/wxYEgyUT... http://t.co/U5aWV5MK,-1,#PrivatariaTucana,florencio1,NULL,NULL,186127538257539000
,TWT,http://twitter.com/florencio1/status/186127538236555264,Sat Mar 31 13:27:17 BRT 2012,2012-04-04 17:55:00,#privatariatucana #vazamentochevron REDE GLOBO E #chevron são irmãs xipófagas umbelicalmente unidas...... http://t.co/OnKp0BiA,-1,#PrivatariaTucana,florencio1,NULL,NULL,186127538236555000
,TWT,http://twitter.com/SOLDADONOFRONT/status/186124156746735618,Sat Mar 31 13:13:51 BRT 2012,2012-04-04 17:55:00,Então em governos tucanos a PM esta a serviço até do PCC?! Novidade? Surpresa? #PSDBnuncamais #privatariatucana,-1,#PrivatariaTucana,SOLDADONOFRONT,NULL,NULL,186124156746736000
,TWT,http://twitter.com/florencio1/status/186120820509245443,Sat Mar 31 13:00:36 BRT 2012,2012-04-04 17:55:00,#privatariatucana #chevron é uma empresa criminosa.. protegida pela rede globo e pela revista veja...#fb#fb#fb http://t.co/jUWETXLX,-1,#PrivatariaTucana,florencio1,NULL,NULL,186120820509245000
,TWT,http://twitter.com/florencio1/status/186120686568345600,Sat Mar 31 13:00:04 BRT 2012,2012-04-04 17:55:00,#privatariatucana #chevron é uma empresa criminosa.. protegida pela rede globo e pela revista veja...#fb#fb#fb,-1,#PrivatariaTucana,florencio1,NULL,NULL,186120686568346000
,TWT,http://twitter.com/florencio1/status/186110683832782848,Sat Mar 31 12:20:19 BRT 2012,2012-04-04 17:55:00,#privatariatucana #chevron é criminosa e mentirosa é protegida pela rede globo e pela revista veja..... http://t.co/weJO7Br1,-1,#PrivatariaTucana,florencio1,NULL,NULL,186110683832783000
,TWT,http://twitter.com/florencio1/status/186110050404810753,Sat Mar 31 12:17:48 BRT 2012,2012-04-04 17:55:00,#livro #privatariatucana o #pig nada fala .@florencio1- #fb-#fb-#fb http://t.co/Tpr5MXh4... http://t.co/wxYEgyUT http://t.co/zEMo0tMp,-1,#PrivatariaTucana,florencio1,NULL,NULL,186110050404811000
,TWT,http://twitter.com/florencio1/status/186110050081837056,Sat Mar 31 12:17:48 BRT 2012,2012-04-04 17:55:00,#privatariatucana #vazamentochevron REDE GLOBO E #chevron são irmãs xipófagas umbelicalmente unidas... http://t.co/H5Li9DNH,-1,#PrivatariaTucana,florencio1,NULL,NULL,186110050081837000
,TWT,http://twitter.com/florencio1/status/186105609224060929,Sat Mar 31 12:00:09 BRT 2012,2012-04-04 17:55:00,#privatariatucana #chevron é criminosa e mentirosa é protegida pela rede globo e pela revista veja.. .@florencio1... http://t.co/FfKgd2OF,-1,#PrivatariaTucana,florencio1,NULL,NULL,186105609224061000
,TWT,http://twitter.com/florencio1/status/186105589095596032,Sat Mar 31 12:00:04 BRT 2012,2012-04-04 17:55:00,#privatariatucana #chevron é criminosa e mentirosa é protegida pela rede globo e pela revista veja.. .@florencio1 #fb-#fb-#fb,-1,#PrivatariaTucana,florencio1,NULL,NULL,186105589095596000
,TWT,http://twitter.com/florencio1/status/186093598603870208,Sat Mar 31 11:12:26 BRT 2012,2012-04-04 17:55:00,#privatariatucana #vazamentochevron REDE GLOBO E #chevron são irmãs xipófagas umbelicalmente unidas .@florencio1...... http://t.co/ng4ZxRbm,-1,#PrivatariaTucana,florencio1,NULL,NULL,186093598603870000
,TWT,http://twitter.com/sandroeli2000/status/186091743081537536,Sat Mar 31 11:05:03 BRT 2012,2012-04-04 17:55:05,@obarbosa_ na mesma cela do Serra #CPIdoCachoeira #privatariatucana #direitapaunocu,-1,#PrivatariaTucana,sandroeli2000,NULL,NULL,186091743081538000
,TWT,http://twitter.com/florencio1/status/186090669742374913,Sat Mar 31 11:00:47 BRT 2012,2012-04-04 17:55:05,#privatariatucana #vazamentochevron REDE GLOBO E #chevron são irmãs xipófagas umbelicalmente unidas .@florencio1... http://t.co/i9bw7jNR,-1,#PrivatariaTucana,florencio1,NULL,NULL,186090669742375000
,TWT,http://twitter.com/florencio1/status/186090496962207744,Sat Mar 31 11:00:06 BRT 2012,2012-04-04 17:55:05,#privatariatucana #vazamentochevron REDE GLOBO E #chevron são irmãs xipófagas umbelicalmente unidas .@florencio1 #fb-#fb-#fb,-1,#PrivatariaTucana,florencio1,NULL,NULL,186090496962208000
,TWT,http://twitter.com/genario_azevedo/status/186088318453297152,Sat Mar 31 10:51:27 BRT 2012,2012-04-04 17:55:05,"Se o @showdavida #Fantástico quer matéria sobre corrupção, o #PrivatariaTucana tem material p 30 programas. A Privataria da Telemar 5 progs",-1,#PrivatariaTucana,genario_azevedo,NULL,NULL,186088318453297000
,TWT,http://twitter.com/florencio1/status/186076479224942592,Sat Mar 31 10:04:24 BRT 2012,2012-04-04 17:55:05,#livro #privatariatucana o #pig nada fala .@florencio1- #fb-#fb-#fb http://t.co/Tpr5MXh4 http://t.co/pud1Agmj......... http://t.co/MJeyXStK,-1,#PrivatariaTucana,florencio1,NULL,NULL,186076479224943000
,TWT,http://twitter.com/Black_Flag07/status/186065323961753600,Sat Mar 31 09:20:04 BRT 2012,2012-04-04 17:55:05,A JUSTIÇA NÃO É JUSTA http://t.co/POiORqVW via @Black_Flag07 Vemos isto com o #JulgamentoMensalaoJa e o #PrivatariaTucana,-1,#PrivatariaTucana,Black_Flag07,NULL,NULL,186065323961754000
,TWT,http://twitter.com/amorespoeticos/status/186061181436440576,Sat Mar 31 09:03:37 BRT 2012,2012-04-04 17:55:05,Siga a @geracaobooks e dê RT p/ concorrer ao livro #privatariatucana autografado por Amaury Ribeiro Jr. http://t.co/9HdBnRYc,-1,#PrivatariaTucana,amorespoeticos,NULL,NULL,186061181436441000
,TWT,http://twitter.com/florencio1/status/186060598671446017,Sat Mar 31 09:01:18 BRT 2012,2012-04-04 17:55:05,#livro #privatariatucana o #pig nada fala .@florencio1- #fb-#fb-#fb http://t.co/Tpr5MXh4 http://t.co/pud1Agmj...... http://t.co/vbef3z11,-1,#PrivatariaTucana,florencio1,NULL,NULL,186060598671446000
,TWT,http://twitter.com/florencio1/status/186044432854958080,Sat Mar 31 07:57:03 BRT 2012,2012-04-04 17:55:05,#livro #privatariatucana o #pig nada fala .@florencio1- #fb-#fb-#fb http://t.co/Tpr5MXh4 http://t.co/pud1Agmj... http://t.co/6COdHyED,-1,#PrivatariaTucana,florencio1,NULL,NULL,186044432854958000
,TWT,http://twitter.com/_ldeassis_/status/186030833918947328,Sat Mar 31 07:03:01 BRT 2012,2012-04-04 17:55:05,"7. Se investigarem a sério, vocês irão se surpreender com o que será revelado, #PrivatariaTucana é café pequeno perto deste esquema de jogo",-1,#PrivatariaTucana,_ldeassis_,NULL,NULL,186030833918947000
,TWT,http://twitter.com/florencio1/status/186028371623415808,Sat Mar 31 06:53:14 BRT 2012,2012-04-04 17:55:05,#livro #privatariatucana o #pig nada fala .@florencio1- #fb-#fb-#fb http://t.co/Tpr5MXh4 http://t.co/pud1Agmj http://t.co/b6MSOx4u,-1,#PrivatariaTucana,florencio1,NULL,NULL,186028371623416000
,TWT,http://twitter.com/florencio1/status/186015599334391808,Sat Mar 31 06:02:29 BRT 2012,2012-04-04 17:55:05,#livro #privatariatucana esta sendo boicotado pelo #PIG .@florencio1- #fb#fb#fb http://t.co/W0zN4nXp,-1,#PrivatariaTucana,florencio1,NULL,NULL,186015599334392000
,TWT,http://twitter.com/florencio1/status/186014995786629120,Sat Mar 31 06:00:05 BRT 2012,2012-04-04 17:55:05,#livro #privatariatucana esta sendo boicotado pelo #PIG .@florencio1- #fb#fb#fb,-1,#PrivatariaTucana,florencio1,NULL,NULL,186014995786629000
,TWT,http://twitter.com/florencio1/status/186012633504288768,Sat Mar 31 05:50:42 BRT 2012,2012-04-04 17:55:05,#livro #privatariatucana o #pig nada fala .@florencio1- #fb-#fb-#fb http://t.co/Tpr5MXh4 http://t.co/pud1Agmj,-1,#PrivatariaTucana,florencio1,NULL,NULL,186012633504289000
,TWT,http://twitter.com/florencio1/status/185999960611897344,Sat Mar 31 05:00:20 BRT 2012,2012-04-04 17:55:05,#livro #privatariatucana o #pig nada fala .@florencio1- #fb-#fb-#fb http://t.co/Tpr5MXh4,-1,#PrivatariaTucana,florencio1,NULL,NULL,185999960611897000
,TWT,http://twitter.com/florencio1/status/185999950767865856,Sat Mar 31 05:00:18 BRT 2012,2012-04-04 17:55:05,#livro #privatariatucana o #pig nada fala .@florencio1- #fb-#fb-#fb,-1,#PrivatariaTucana,florencio1,NULL,NULL,185999950767866000
,TWT,http://twitter.com/no_one_so_one/status/185994476974637056,Sat Mar 31 04:38:33 BRT 2012,2012-04-04 17:55:05,"Autor #privatariatucana devia fazer livro sobre #PMDB no Ne, suporte do velho #coronelismo , com direito a juganços e tudo! #corrupção",-1,#PrivatariaTucana,no_one_so_one,NULL,NULL,185994476974637000
,TWT,http://twitter.com/florencio1/status/185954713232089089,Sat Mar 31 02:00:33 BRT 2012,2012-04-04 17:55:05,.@florencio1- o #livro #privatariatucana revela a #corrupção nos tempos de #fhc #fb#fb#fb,-1,#PrivatariaTucana,florencio1,NULL,NULL,185954713232089000
,TWT,http://twitter.com/florencio1/status/185939500260794368,Sat Mar 31 01:00:06 BRT 2012,2012-04-04 17:55:05,.@florencio1- #livro #privatariatucana fala sobre o tema #corrupção nos tempos de fhc #fb#fb-#fb,-1,#PrivatariaTucana,florencio1,NULL,NULL,185939500260794000
,TWT,http://twitter.com/MatarJamais/status/185916624593891329,Fri Mar 30 23:29:12 BRT 2012,2012-04-04 17:55:05,Em 2012 #OndaVermelha começo fim do #DEMóstenes #CPIdoCachoeira #CPIdaPrivataria #PrivatariaTucana,-1,#PrivatariaTucana,MatarJamais,NULL,NULL,185916624593891000
,TWT,http://twitter.com/BetoMafra/status/185908991631691776,Fri Mar 30 22:58:52 BRT 2012,2012-04-04 17:55:05,"Vemos ""de dentro"" e de forma diferente. Enxurradas de documentos na #PrivatariaTUCANA e ilações do lado de lá @EduPavao",-1,#PrivatariaTucana,BetoMafra,NULL,NULL,185908991631692000
,TWT,http://twitter.com/florencio1/status/185848899980902401,Fri Mar 30 19:00:05 BRT 2012,2012-04-04 17:55:05,#vazamentochevron #pig não comenta nada do #livro #privatariatucana .@florencio1 #fb#fb#fb,-1,#PrivatariaTucana,florencio1,NULL,NULL,185848899980902000
,TWT,http://twitter.com/Leonek_/status/185839198236983296,Fri Mar 30 18:21:32 BRT 2012,2012-04-04 17:55:05,#Arruda manda lembranças: JN mostra novas gravações da PF sobre o caso #Demóstenes http://t.co/IA9RDOhS #Dilma #PT #LULA #PrivatariaTucana,-1,#PrivatariaTucana,Leonek_,NULL,NULL,185839198236983000
,TWT,http://twitter.com/florencio1/status/185833800012541952,Fri Mar 30 18:00:05 BRT 2012,2012-04-04 17:55:05,@florencio1 #privatariatucana o #pig #maldito esconde #vazamentochevron #fb#fb,-1,#PrivatariaTucana,florencio1,NULL,NULL,185833800012542000
,TWT,http://twitter.com/dreamboy/status/187269773309132800,Tue Apr 03 17:06:07 BRT 2012,2012-04-03 17:06:07,@Val_Marchiori @celsoportiolli val no @programapanico emilio ficou em shock quando vc falava no #PaniconaBand ! rsrsrsr!,1,,dreamboy,NULL,NULL,187269773309133000
,TWT,http://twitter.com/#PanicoNaBand/status/187269887624884225,Tue Apr 03 17:06:35 BRT 2012,2012-04-03 17:06:34,"@Val_Marchiori Hello,querida estamos-lhe seguindo segue de volta @PanicoNaBand #PanicoNaBand Bjo",1,,#PanicoNaBand,NULL,NULL,187269887624884000
,TWT,http://twitter.com/#PanicoNaBand/status/187269928783585281,Tue Apr 03 17:06:44 BRT 2012,2012-04-03 17:06:44,"@Val_Marchiori Hello,querida estamos-lhe seguindo segue de volta @PanicoNaBand #PanicoNaBand Bjossss",1,,#PanicoNaBand,NULL,NULL,187269928783585000
,TWT,http://twitter.com/#PanicoNaBand/status/187269957330018304,Tue Apr 03 17:06:51 BRT 2012,2012-04-03 17:06:50,"@Val_Marchiori Hello,querida estamos-lhe seguindo segue de volta @PanicoNaBand #PanicoNaBand Bjos",1,,#PanicoNaBand,NULL,NULL,187269957330018000
,TWT,http://twitter.com/Fran/status/187271389470916608,Tue Apr 03 17:12:33 BRT 2012,2012-04-03 17:12:32,#PanicoNaBand,1,,Fran,NULL,NULL,187271389470917000
,TWT,http://twitter.com/ ? Daniel Ferreira/status/187273894250545153,Tue Apr 03 17:22:30 BRT 2012,2012-04-03 17:22:29,Carol Belli e Renata Molinaro são duas das novas panicats do #PanicoNaBand @programapanico http://t.co/DgE7ytJN,1,,? Daniel Ferreira,NULL,NULL,187273894250545000
,TWT,http://twitter.com/aninha ?/status/187274737825759232,Tue Apr 03 17:25:51 BRT 2012,2012-04-03 17:25:50,"fui ver o vídeo do filho do Péricles cantando no #esquenta e comecei chorar, ta loco o guri é foda",1,,aninha ?,NULL,NULL,187274737825759000
,TWT,http://twitter.com/ Rita Abilio ?/status/187275948054429696,Tue Apr 03 17:30:40 BRT 2012,2012-04-03 17:30:39,"O Que Vale Mais ? Um Cerebro que foi Feito Pra Pensar, ou um Cu que Foi Feito Pra Caga ? #FelipeNeto.",1,,Rita Abilio ?,NULL,NULL,187275948054430000
,TWT,http://twitter.com/Nanda Manuella da CL/status/187278012482465793,Tue Apr 03 17:38:52 BRT 2012,2012-04-03 17:38:51,Ok! Já colei o videobit 49 do videoalbum Claudia Leitte #IssoVaiColar,1,,Nanda Manuella da CL,NULL,NULL,187278012482466000
,TWT,http://twitter.com/Nanda Manuella da CL/status/187278097031241729,Tue Apr 03 17:39:12 BRT 2012,2012-04-03 17:39:11,Ok! Já colei o videobit 413 do videoalbum Claudia Leitte #IssoVaiColar,1,,Nanda Manuella da CL,NULL,NULL,187278097031242000
,TWT,http://twitter.com/Brasfoot-ball 2012/status/187278827133739009,Tue Apr 03 17:42:06 BRT 2012,2012-04-03 17:42:05,#Santos Neymar grava participação especial em clipe do rapper Emicida http://t.co/ZNxVlCiW,1,,Brasfoot-ball 2012,NULL,NULL,187278827133739000
,TWT,http://twitter.com/Muié do Neymar Jr ?/status/187279087759392768,Tue Apr 03 17:43:08 BRT 2012,2012-04-03 17:43:07,Alguém sabe se o jogo do #Santos amanha vai passar em algum canal de TV aberta ? =),1,,Muié do Neymar Jr ?,NULL,NULL,187279087759393000
,TWT,http://twitter.com/Futebol Soccer/status/187279262783516672,Tue Apr 03 17:43:50 BRT 2012,2012-04-03 17:43:49,#Santos Neymar grava participação especial em clipe do rapper Emicida http://t.co/F8RNWz5z,1,,Futebol Soccer,NULL,NULL,187279262783517000
,TWT,http://twitter.com/fabio warpechowski/status/187279329003180032,Tue Apr 03 17:44:06 BRT 2012,2012-04-03 17:44:05,"Amanhã não vai ter pro #Santos não, só vai dar Inter !!!",1,,fabio warpechowski,NULL,NULL,187279329003180000
,TWT,http://twitter.com/Renato Martins/status/187279329284210690,Tue Apr 03 17:44:06 BRT 2012,2012-04-03 17:44:05,"E para quem esperava a reprise do #PaniconaBand, nesta sexta nada santa, às 22h15, começa o repeteco da mais nova atração da #BandTV",1,,Renato Martins,NULL,NULL,187279329284211000
,TWT,http://twitter.com/Alvinegro da Vila/status/187279374716907520,Tue Apr 03 17:44:17 BRT 2012,2012-04-03 17:44:16,#Santos FC já esta em Porto Alegre p\duelo dos campeões da #Libertadores (Beira Rio 04/04 22h) #VaiPraCimaDelesSantos,1,,Alvinegro da Vila,NULL,NULL,187279374716908000
,TWT,http://twitter.com/andrine santos/status/187279871301521409,Tue Apr 03 17:46:15 BRT 2012,2012-04-03 17:46:14,@santosfc ke Deus ilumine o #Santos nesse jogo,1,,andrine santos,NULL,NULL,187279871301521000
,TWT,http://twitter.com/Leysson/status/187280011928154112,Tue Apr 03 17:46:48 BRT 2012,2012-04-03 17:46:47,"E hoje o apito amigo ajudou o poderoso Barça, rsrsrsr coisa que não acontece com o grandioso #Santos",1,,Leysson,NULL,NULL,187280011928154000
,TWT,http://twitter.com/Aline Carolina/status/187280126885638144,Tue Apr 03 17:47:16 BRT 2012,2012-04-03 17:47:15,Tá faltando o videobit 457 para o meu videoalbum Claudia Leitte #IssoVaiColar,1,,Aline Carolina,NULL,NULL,187280126885638000
,TWT,http://twitter.com/Matheus Andrade/status/187280128764690433,Tue Apr 03 17:47:16 BRT 2012,2012-04-03 17:47:15,"Espero que amanhã não roubem o #Santos no beira-rio, como fizeram com o #Milan hoje no camp nou.",1,,Matheus Andrade,NULL,NULL,187280128764690000
,TWT,http://twitter.com/Dentro da Bola/status/187280732845113344,Tue Apr 03 17:49:40 BRT 2012,2012-04-03 17:49:39,#Santos Neymar grava participação especial em clipe do rapper Emicida http://t.co/xAYRzodi,1,,Dentro da Bola,NULL,NULL,187280732845113000
,TWT,http://twitter.com/Junior Silva/status/187281574545465344,Tue Apr 03 17:53:01 BRT 2012,2012-04-03 17:53:00,Amanha eu n perco o joogo do #Santos nem qe me page,1,,Junior Silva,NULL,NULL,187281574545465000
,TWT,http://twitter.com/Noticias dos Clubes/status/187282000426700801,Tue Apr 03 17:54:43 BRT 2012,2012-04-03 17:54:42,Globo: Santistas demonstram preocupaçãocom Leandro Damião e bolas aéreas: No último treino antes da par... http://t.co/mUlz1Bad #Santos,1,,Noticias dos Clubes,NULL,NULL,187282000426701000
,TWT,http://twitter.com/Futebol Contratações/status/187282006592339968,Tue Apr 03 17:54:44 BRT 2012,2012-04-03 17:54:43,[Globo Esporte] Santistas demonstram preocupaçãocom Leandro Damião e bolas aéreas: No último treino ant... http://t.co/GZd9d12Z #Santos,1,,Futebol Contratações,NULL,NULL,187282006592340000
,TWT,http://twitter.com/Murilo Rafael /status/187282117707825154,Tue Apr 03 17:55:11 BRT 2012,2012-04-03 17:55:10,Que jogo amanha em #Internacional x #Santos !,1,,Murilo Rafael,NULL,NULL,187282117707825000
,TWT,http://twitter.com/`Gabriel Rochha´/status/187282246443610114,Tue Apr 03 17:55:41 BRT 2012,2012-04-03 17:55:40,@dan_artes Manooooow Texto #TOP!!! Gostei da Ironia! Kkkkkkkkk #AmuuuhTudoIsso!,1,,`Gabriel Rochha´,NULL,NULL,187282246443610000
,TWT,http://twitter.com/jefferson moretto/status/187282572181639170,Tue Apr 03 17:56:59 BRT 2012,2012-04-03 17:56:58,#Paniconaband,1,,jefferson moretto,NULL,NULL,187282572181639000
,TWT,http://twitter.com/ Rita Abilio ?/status/187282724376166401,Tue Apr 03 17:57:35 BRT 2012,2012-04-03 17:57:34,"Superar é preciso. Seguir em frente é essencial. Olhar pra trás é perda de tempo. Passado se fosse bom, seria presente!” #Neymar.",1,,Rita Abilio ?,NULL,NULL,187282724376166000
,TWT,http://twitter.com/Futebol Qualidade/status/187282757066555392,Tue Apr 03 17:57:43 BRT 2012,2012-04-03 17:57:42,#Neymar prioriza vitória a novo show e minimiza reencontro com Ricci,1,,Futebol Qualidade,NULL,NULL,187282757066555000
,TWT,http://twitter.com/' nenêm da Giih' ?/status/187283348283072512,Tue Apr 03 18:00:04 BRT 2012,2012-04-03 18:00:03,"@lrs_leozinho pioor né léeo, kkk pura realidade a musica, só falar qe é amigo do #neymar, ai as mina pira, e vai pira (8) kkkkkk",1,,' nenêm da Giih' ?,NULL,NULL,187283348283072000
,TWT,http://twitter.com/Anndreah_2/status/187283355862171650,Tue Apr 03 18:00:06 BRT 2012,2012-04-03 18:00:05,"@ranchovacaloca Quero show do #VICIO @GRFOficial Eles cantam dimais, e o show é #TOP #RECOMENDO",1,,Anndreah_2,NULL,NULL,187283355862172000
